human_name,zebrafish_name
IL10RA,ifnlr1
IL10RA,ifngr1l
IL10RA,ifngr1
ANO10,ano10a
C7orf55-LUC7L2,zgc:158803
TNFAIP6,tnfaip6
SSU72P5,ssu72
ZFPM2,zfpm2a
ZFPM2,zfpm2b
LRBA,lrba
CEP72,cep72
MAGEA2,ndnl2
ZSCAN29,plagl2
ZSCAN29,plagx
ZSCAN29,ovol1a
ZSCAN29,ovol1b
ACBD5,acbd5b
ACBD5,acbd5a
PPP2R2D,ppp2r2d
ZP3,zp3
ZP3,zp3.2
ZP3,zp3.2
ZP3,zp3b
ZP3,zp3a.1
ZP3,zgc:171779
ZP3,zp3a.2
YDJC,ydjc
YWHAG,ywhag2
YWHAG,ywhag1
TRMT2A,trmt2a
DHODH,dhodh
LIN54,lin54
IMP4,imp4
MT2A,mt2
AC012254.2,ier3ip1
PLEKHA3,plekha3
ANKRD34B,ankrd34bb
ANKRD34B,ankrd34ba
EXOC3,exoc3
ATP5PF,si:ch211-140m22.7
ATP5PF,si:dkey-22n8.3
ATP5PF,atp5pf
TSN,tsn
HPX,hbxb
MCTS2P,mcts1
PLAG1,plag1
UPB1,upb1
ALCAM,alcamb
ALCAM,alcama
RAD23A,rad23aa
MRM2,mrm2
DSG4,DSG2
MRPL39,mrpl39
CLEC10A,CT030017.1
CLEC10A,si:dkey-61f9.1
CLEC10A,si:dkey-61f9.1
CLEC10A,CABZ01007816.1
CLEC10A,si:ch73-361h17.1
CLEC10A,si:ch211-283g2.3
CLEC10A,si:ch211-283g2.2
CLEC10A,BX640512.3
CLEC10A,si:ch211-170d8.5
VMAC,FO681393.2
VMAC,VMAC
CBFA2T3,cbfa2t3
TAX1BP1,tax1bp1a
TAX1BP1,tax1bp1b
PIF1,pif1
THRA,thraa
THRA,thrab
DDX3X,ddx3xb
DDX3X,ddx3xa
BUB1,bub1
RPP21,rpp21
XRN1,xrn1
UTP3,utp3
AGMO,agmo
ANK2,ank2b
RAP1GAP,rap1gap
RAP1GAP,RAP1GAP
NEURL2,neurl2
METTL4,mettl4
CAMLG,camlg
PHF12,phf12b
PHF12,phf12a
SRPX2,srpx2
GSTCD,gstcd
TMPRSS3,tmprss3b
TMPRSS3,tmprss3a
MTERF3,mterf3
MYORG,myorg
MYORG,si:ch211-117c19.1
MACROD1,macrod1
CCL17,cxcl32b.1
PJA1,pja2
GH1,gh1
AC127029.3,gh1
NOP56,nop56
MYO9B,MYO9B
MYO9B,myo9b
FLOT2,flot2b
FLOT2,flot2a
KREMEN1,kremen1
ARHGAP28,arhgap28
FAM131B,fam131bb
FAM131B,fam131ba
SALL3,sall3a
FAM172A,fam172a
EGR3,egr3
PEBP4,PEBP4
SHISA3,shisa3
CFAP47,dlec1
PTDSS2,ptdss2
AC004593.3,chn2
FOPNL,fopnl
THADA,thada
TMOD3,tmod2
LDLRAD4,ldlrad4b
LDLRAD4,ldlrad4a
CCL28,ccl27b
CCL28,ccl27a
AQR,aqr
OR51F1,mtnr1al
OR51F1,prokr1b
OR51F1,prokr1a
OR51F1,mtnr1bb
OR51F1,mtnr1ba
OR51F1,prlhr2a
OR51F1,prlhr2b
OR51F1,npy8br
OR51F1,npy8ar
KIF22,kif22
PPM1E,ppm1e
FIGLA,figla
GTF3C3,gtf3c3
AC036214.3,tpd52
ERMN,msnb
KLHL14,klhl14
CCSER1,ccser1
FAU,faub
FAU,faua
IFITM5,ifitm5
ADARB2,adarb2
CALY,caly
TRAPPC8,trappc8
ABCG1,abcg1
IL12RB1,lifrb
IL12RB1,lifra
IL12RB1,il11ra
IL12RB1,il6r
IL12RB1,ghrb
IL12RB1,ghra
BAZ1B,baz1b
C11orf54,zgc:85789
LRRTM3,chadlb
MESD,mesd
NKX1-1,nkx1.2lb
ZDHHC4,zdhhc4
MED17,med17
MAN2B2,man2b2
RPAIN,rpain
ARHGAP19,arhgap19
CUEDC1,cuedc1b
CUEDC1,cuedc1a
SGTB,sgtb
AMPH,amph
AC084337.2,timm10b
ARFIP2,arfip2a
ARFIP2,arfip2b
GIPC3,gipc3
ALG8,alg8
RRM1,rrm1
POMGNT2,pomgnt2
ACTN3,actn3a
ACTN3,actn3b
TONSL,tonsl
PPP1R3G,si:ch211-152c8.5
RPSA,rpsa
HP,habp2
SLC7A7,slc7a7
SHTN1,shtn1
TWNK,twnk
HOMER2,homer2
STARD4,stard4
CCDC124,ccdc124
CCDC14,ccdc14
UBE2V2,ube2v2
PPP1R27,CU693479.1
PPP1R27,ppp1r27b
TTC34,ttc34
PCDH9,pcdh9
PCDH9,pcdh11
GP9,gp9
AL157392.5,prpf18
OGN,ognb
OGN,ogna
RPL10,rpl10
FN3KRP,fn3krp
MYO16,myo16
DZIP1L,dzip1l
FAM9B,sycp3
SLIT2,slit2
LRRC15,chadlb
EMC8,emc8
SLC9B2,SLC9B2
PYCR1,pycr1b
PYCR1,pycr1a
FSTL1,fstl1b
FSTL1,fstl1a
SSX2IP,ssx2ipa
SSX2IP,ssx2ipb
TRIM52,si:dkey-29p10.4
GNG3,gng3
CTDSPL2,ctdspl2b
CTDSPL2,ctdspl2a
PRKAR1B,prkar1b
SMOC1,smoc1
MDM1,mdm1
ANKRD9,ankrd9
OCIAD2,ociad2
HPSE2,hpse2
THEMIS,themis
HAUS1,haus1
NTN4,ntn4
ATP5F1A,atp5fa1
RECK,reck
TTLL6,ttll6
FILIP1,filip1b
FILIP1,filip1a
PARP9,parp9
LEF1,lef1
ASAP1,asap1a
ASAP1,asap1b
ABCC3,abcc10
ABCC3,abcc6a
ABCC3,abcc6b.2
ABCC3,abcc6b.1
ABCC3,abcc3
ATG16L1,atg16l1
CXCR4,cxcr4b
CXCR4,cxcr4a
BICDL2,bicdl2
WNT1,wnt1
CAPN10,capn10
WDR35,wdr35
NKIRAS2,nkiras2
SBF2,sbf2
FAP,fap
KISS1,kiss1
HOXB8,hoxb8a
HOXB8,hoxb8b
FAM20C,fam20ca
EEF1AKMT2,eef1akmt2
NUDT14,nudt14
TMEM65,tmem65
SREK1IP1,srek1ip1
SOX5,sox5
FAM160A2,fam160a2
DSCAML1,dscaml1
PDE8B,pde8b
ETFB,etfb
ACLY,aclyb
ACLY,aclya
METTL21C,si:ch73-244f7.3
METTL21C,METTL21C
ANKRA2,ankra2
PARP3,parp3
SWAP70,swap70a
SWAP70,swap70b
UAP1L1,uap1l1
FAM171A1,fam171a1
ETNK1,etnk1
RAB9A,rab9a
KDR,kdr
HOXB5,hoxb5b
HOXB5,hoxb5a
LUZP2,luzp2
RDM1,zgc:103564
ZNRF1,znrf1
GPR37L1,gpr37l1b
GPR37L1,gpr37l1a
SLITRK2,slitrk2
MOCS1,mocs1
PMM1,CABZ01117706.1
PMM1,pmm1
PLEKHG7,plekhg7
CDHR1,CDHR1 (1 of many)
CDHR1,cdhr1a
RBM33,rbm33b
RBM33,rbm33a
CAV1,cav1
VPS18,vps18
PODN,podn
FOLH1,naalad2
PAPSS1,papss1
RSL1D1,rsl1d1
LSS,lss
PRIMPOL,primpol
RP2,rp2
ADPRH,adprh
CLEC7A,si:dkey-26c10.5
CLEC7A,si:ch211-170d8.8
CLEC7A,BX682234.1
CLEC7A,si:ch211-193e13.5
GANC,ganc
C15orf38-AP3S2,arpin
ANGPTL7,fndc7rs4
ANGPTL7,fndc7b
ANGPTL7,angptl7
AIG1,aig1
DIO2,dio2
TTC31,si:dkey-33c12.4
BORCS8,borcs8
CCDC142,ccdc142
ILDR1,ildr1b
ILDR1,ildr1a
ATL2,atl2
PLOD3,plod3
KCNS1,si:dkey-43k4.5
BUB3,bub3
RTN1,rtn1b
RBBP8,rbbp8
SLC17A6,slc17a6b
SLC17A6,slc17a6a
NR1H4,nr1h4
RPS16,rps16
H2AFV,h2afva
H2AFV,h2afvb
GAB1,gab1
TTL,ttl
ASPM,aspm
MCC,mcc
AC135178.2,rpl26
CAND2,cand2
DBH,dbh
RALGAPA1,ralgapa1
GART,gart
DFFB,dffb
PIP5K1B,pip5k1ba
PIP5K1B,pip5k1bb
PIP5K1B,si:dkey-3h23.3
TSPAN11,tspan11
ARHGEF12,arhgef12b
ARHGEF12,arhgef12a
LONP1,lonp1
IQUB,iqub
CORIN,corin
PLCB3,plcb3
SYNE3,syne3
ANKRD2,ankrd2
OLAH,olah
ULK2,ulk2
LRFN3,zgc:172282
AP2A1,ap2a1
COMMD7,commd7
THTPA,thtpa
THTPA,si:dkey-191c17.2
RGS13,RGS13 (1 of many)
RGS13,RGS13 (1 of many)
RGS13,rgs13
ACADSB,acadsb
ACADSB,CABZ01088274.1
PPP1R14B,ppp1r14bb
PPP1R14B,ppp1r14ba
ACSS3,acss3
RIPK1,ripk1l
TVP23C-CDRT4,tvp23b
TVP23C-CDRT4,zgc:112148
HFM1,hfm1
POLR3D,polr3d
TRAPPC11,trappc11
UCN2,ucn3l
DMTN,dmtn
TLN1,tln1
PVR,si:ch211-214p13.3
PVR,si:ch211-141e20.2
PVR,si:ch211-222f23.6
PVR,sc:d189
PVR,zgc:172122
PVR,zgc:113337
PVR,si:ch73-22o12.1
PVR,pvrl2l
TMEM136,tmem136b
TMEM136,tmem136a
PIK3AP1,pik3ap1
FAM214A,fam214a
AP1G2,ap1g2
CD180,cd180
ALDH1B1,aldh3a2b
ALDH1B1,aldh3a2a
ALDH1B1,aldh9a1b
LTBP3,FP102018.1
PPIAL4A,ppifa
PPIAL4A,ppiaa
PPIAL4A,ppiab
TRPM1,trpm1b
TRPM1,trpm1a
CREB3,creb3l3l
COL6A1,col6a1
RMND1,rmnd1
PCDH15,pcdh15b
PCDH15,pcdh15a
CEACAM16,si:dkey-250k15.10
CEACAM16,si:dkey-11o1.3
CEACAM16,cxcr3.1
CEACAM16,zgc:198329
CEACAM16,si:dkey-250k15.9
CEACAM16,si:dkey-11o1.2
CEACAM16,si:ch211-264f5.6
CEACAM16,si:dkey-250k15.7
PRDM8,prdm8b
LITAF,litaf
NFYC,nfyc
EXOC6,exoc6
FCGR1B,zgc:154125
FCGR1B,si:ch1073-66l23.1
MIER1,mier1a
MIER1,mier1b
AHSA1,ahsa1a
AHSA1,ahsa1b
GPRC6A,gprc6a
ARHGEF2,arhgef2
ARHGEF2,arhgef1a
TMED6,tmed6
AC026464.4,vps4a
MUTYH,CT025742.1
TGIF2LY,pbx4
TGIF2LY,pbx2
AP002373.1,rbm7
ATP6V0E2,atpv0e2
LRRC45,lrrc45
C4B,c4b
C4B,c4
HABP4,zgc:103482
SWI5,swi5
LAS1L,las1l
SYT11,syt11a
SYT11,syt11b
SLC38A4,slc38a4
SEPT3,sept3
RNF207,rnf207a
RNF207,rnf207b
CLASP1,FP016005.2
CLASP1,FP016005.1
CLASP1,clasp1a
NLRP5,ciita
NLRP5,si:ch211-108d22.2
TAF1A,taf1a
KARS,kars
NEXMIF,nexmifa
NEXMIF,nexmifb
DPF3,dpf3
FBXO46,FBXO46
TMEM19,TMEM19
PIEZO1,piezo1
EPRS,eprs
PDGFRB,pdgfrb
IGHA2,ighv2-1
IGHA2,ighv2-3
IGHA2,ighv2-2
IGHA2,ighv9-1
IGHA2,ighv9-3
IGHA2,ighv9-4
IGHA2,ighv6-2
IGHA2,si:ch211-180a12.2
C1QL1,si:dkey-5n18.1
TRIM9,trim9
SLC28A1,slc28a1
FBXO41,fbxo41
MCUB,mcu
RRP36,rrp36
AFAP1L2,afap1l2
ILVBL,ilvbl
PLPPR1,plppr1
CLCF1,clcf1
SMYD2,smyd2a
IQANK1,gabpb2a
CHMP4C,chmp4c
DGAT1,dgat1a
DGAT1,dgat1b
MED21,med21
SEC22A,sec22a
MED8,med8
C12orf73,si:ch211-68a17.7
COPS5,cops5
LIN7B,lin7b
RNF170,rnf170
EMC1,emc1
SPDEF,SPDEF
ZNF821,ZNF821
AGXT2,agxt2
HTR3B,htr3b
PCED1B,fam113
TCTE1,tcte1
HECTD3,hectd3
OSR2,osr2
SUMO4,sumo3a
SUMO4,sumo3b
YEATS2,yeats2
YEATS2,yeats2
TIA1,tial1
FAXDC2,faxdc2
PMCH,pmchl
PMCH,pmch
PROS1,pros1
SYT14,syt14a
AC087632.1,pclaf
PARD3B,pard3bb
PARD3B,si:ch1073-345a8.1
PARD3B,si:ch1073-345a8.1
RHAG,rhag
IRF6,irf6
LIPE,lipea
LIPE,lipeb
SMAD6,smad6a
SMAD6,smad6b
MOGAT1,mogat3a
MPL,mpl
ANK3,CABZ01050062.1
ANK3,ank3b
ANK3,ank3b
FAM83B,fam83b
CCDC88B,ccdc88b
TMCO3,tmco3
STXBP6,stxbp6l
STXBP6,stxbp6
SSTR1,sstr1a
IREB2,ireb2
KCNK4,kcnk4a
HSPBAP1,hspbap1
PTPA,ptpa
DOLPP1,dolpp1
WARS2,wars2
RIPPLY1,ripply2
MORN2,morn2
FCAMR,si:dkey-1c7.2
FCAMR,si:dkeyp-104b3.21
FCAMR,si:ch211-264f5.2
FCAMR,si:ch211-9d9.7
FCAMR,si:ch211-9d9.8
FCAMR,si:dkeyp-104b3.18
FCAMR,si:ch211-215e19.6
FCAMR,pigrl3.5
FCAMR,si:dkey-1c7.2
FCAMR,pigrl3.5
FCAMR,si:ch211-215e19.8
FCAMR,si:dkey-1c7.1
FCAMR,si:dkeyp-104b3.2
FCAMR,LO018597.2
FCAMR,si:dkeyp-104b3.1
FCAMR,si:ch211-114l13.12
FCAMR,LO018493.2
FCAMR,si:ch211-215e19.4
FCAMR,pigrl2.3
FCAMR,si:ch211-215e19.3
FCAMR,LO018597.1
FCAMR,pigr
FCAMR,pigrl4.2
FCAMR,si:ch211-9d9.8
LMBR1L,lmbr1l
GPHB5,gphb5
TOLLIP,tollip
TMX2,tmx2a
TMX2,tmx2b
DNASE1L2,dnase1
PIP4K2A,pip4k2aa
PIP4K2A,pip4k2ab
BCAR3,bcar3
B4GALT7,b4galt7
TTLL8,ttll6
OGFOD1,ogfod1
ECH1,ech1
SNX1,snx1a
SNX1,snx1b
TMED9,tmed9
EHD2,ehd2a
EHD2,ehd2b
SGO2,si:dkey-57a22.11
CEP162,cep162
LCORL,lcorl
KIAA1755,quo
KIAA1755,si:dkey-65j6.2
KIAA1755,arhgef40
THOC7,thoc7
DAB2,si:ch211-204c21.1
PLCB2,CABZ01072157.1
MATN1,matn1
CDH7,cdh7b
CDH7,cdh7a
WIF1,wif1
SAYSD1,si:ch211-59d15.9
NDUFAF5,ndufaf5
PPP1R14D,zgc:162989
GXYLT1,gxylt1b
GXYLT1,CABZ01072254.1
HIVEP2,hivep2a
NTS,nts
SS18,ss18
NKAIN2,nkain2
NEK7,nek7
MARS,mars
KLB,klb
ZBTB41,zbtb41
ELF2,elf2b
PAXX,paxx
CHPF,chpfb
CHPF,chpfa
FERD3L,ferd3l
ARPC1A,arpc1a
JMJD6,jmjd6
FAM72C,FAM72B
HIST2H3PS2,si:dkey-23a13.21
DTD1,dtd1
GCHFR,gchfr
SCGN,scgn
PIFO,si:ch211-66i15.4
UNC45A,unc45a
TMEM110-MUSTN1,stimate
NFXL1,nfxl1
SOAT2,soat2
CDC7,cdc7
KIF5B,kif5ba
KIF5B,kif5ba
SLIRP,slirp
ARMT1,armt1
GSTA4,gstp2
FAM163B,fam163b
FAM163B,FAM163B (1 of many)
C19orf70,si:dkey-78l4.14
FABP1,fabp1a
BSX,vent
BSX,bsx
SEC14L4,sec14l7
SEC14L4,sec14l8
TYROBP,tyrobp
SARAF,saraf
CLEC11A,clec11a
GJA1,cx40.8
GJA1,cx43
SAT1,sat1a.1
SAT1,sat1b
SAT1,sat1a.2
PLAT,plat
SNRPD1,snrpd1
MIS18BP1,mis18bp1
ZC3H6,zc3h6
SLC2A13,slc2a13b
SLC2A13,CABZ01043955.1
MLST8,mlst8
BAG2,bag2
ABHD17B,abhd17b
NUCB2,nucb2b
NUCB2,nucb2a
NUDT3,nudt3b
NUDT3,nudt3a
SAFB,safb
ASMTL,asmtl
CBFB,cbfb
ZNF845,zgc:66472
GBP6,CABZ01068209.1
PLP1,plp1b
PLP1,plp1a
ITGA4,itga4
SERPINA3,zgc:174259
SERPINA3,serpina7
SERPINA3,si:ch211-186e20.2
SERPINA3,si:ch211-186e20.7
SERPINA3,serpinh2
ENY2,eny2
TPM2,tpm2
TEX11,tex11
MBD3L5,mbd3a
PPP4R4,ppp4r4
RNF32,rnf32
PHF2,phf2
PHYHD1,phyhd1
NDUFA4,ndufa4
NDUFA4,ndufa4l
ALKBH8,alkbh8
SPRY1,spry1
AP1B1,ap1b1
MSS51,mss51
PCDH17,pcdh17
ZNF385B,znf385b
SIRT6,sirt6
IFNA1,ifnphi3
IFNA1,ifnphi2
IFNA8,ifnphi3
IFNA8,ifnphi2
IFNA13,ifnphi3
IFNA13,ifnphi2
CARD16,CU467905.1
CARD16,CR925773.1
CARD16,zgc:194469
CARD16,casp8
FAM234B,fam234b
PTCD2,ptcd2
GHSR,ghsrb
GHSR,ghsra
ZIC5,zic5
DYM,dym
FASTKD1,fastkd1
PPARGC1A,ppargc1a
PARVA,parvab
PARVA,parvaa
UQCC1,uqcc1
PLD1,pld1a
PLD1,pld1b
PLD1,si:ch211-168k14.2
KATNA1,katna1
ALDH4A1,aldh4a1
KLHDC10,klhdc10
DOP1B,dop1b
NUP153,nup153
MAT1A,mat1a
CD8B,cd8b
NPTX1,nptx1l
TRPM3,trpm3
PNKD,pnkd
PLGLB1,plg
HSPG2,hspg2
PRAMEF14,si:ch73-174h16.4
PLEKHG4,plekhg4
LY75,ly75
ZER1,zer1
KLHL41,klhl41a
KLHL41,klhl41b
NAA50,naa50
RAP1GAP2,si:ch1073-90m23.1
RAP1GAP2,rap1gap2a
RAP1GAP2,rap1gap2b
TLR10,tlr8b
TLR10,tlr3
TLR10,tlr5a
TLR10,tlr5b
TLR10,rxfp2l
TLR10,tlr18
TLR10,tlr22
TLR10,tlr19
TLR10,tlr19
TLR10,tlr20.2
TLR10,tlr20.1
TLR10,tlr20.3
TLR10,senp7a
TLR10,senp7a
TLR10,tlr20.3
PFKL,pfkla
PFKL,pfklb
SCML2,scml2
UBP1,ubp1
LMCD1,lmcd1
DDAH2,ddah2
OGA,oga
CDO1,cdo1
ZSCAN5C,plagl2
ZSCAN5C,plagx
ZSCAN5C,ovol1a
ZSCAN5C,ovol1b
PFDN1,pfdn1
PREX1,prex1
MMP7,mmp20a
PPIC,ppic
PDE3A,pde3a
ENTR1,entr1
VPS33A,vps33a
CTNND2,ctnnd2a
CTNND2,ctnnd2b
NEU4,neu4
MRPL22,mrpl22
BEST2,best2
NUBP2,nubp2
RPAP1,rpap1
EPN1,epn1
EPN1,zgc:194578
IARS2,iars2
GPX6,gpx3
BHMG1,si:ch211-191j22.7
PRDM11,prdm11
RPS15A,rps15a
ATP6V0E1,rpl26
AC097637.1,lrfn4b
AC097637.1,lrfn4a
AC097637.1,si:ch211-180f4.1
AC097637.1,zmp:0000001073
AC097637.1,si:ch211-117l17.7
AC097637.1,lrfn5b
THAP2,CABZ01041962.1
THAP2,si:ch211-69l10.4
THAP2,si:dkey-50i6.5
THAP2,zgc:163143
THAP2,zgc:153292
KCNJ13,kcnj13
LHX3,LHX3
SUPV3L1,supv3l1
CD44,cd44a
CD44,cd44b
TMEM173,tmem173
CRISP1,CABZ01068499.1
TMEM178B,zgc:194665
TMEM178B,tmem178b
CRYBG1,crybg1a
CRYBG1,crybg1b
PTPN5,ptpn5
AKAP6,akap6
BSN,CABZ01086611.1
BSN,bsnb
STMN1,stmn1a
STMN1,stmn1b
SNCAIP,sncaip
SLC7A1,slc7a1
SLC7A1,SLC7A1 (1 of many)
CHRNA5,chrna5
RNF175,rnf175
MAN1C1,MAN1C1
PEF1,pef1
HECW1,hecw1b
HECW1,si:ch211-188f17.1
BARX2,barx2
SEC22C,sec22c
SLC44A3,slc44a1a
TRAM1L1,tram1
CIC,cicb
CIC,cica
TYSND1,tysnd1
SLCO3A1,SLCO3A1 (1 of many)
SLCO3A1,slco3a1
RPRD1A,rprd1a
SPAG17,si:dkey-208b23.5
TBX21,tbx21
TBX21,tbxta
VSTM2A,VSTM2A
RNF26,rnf26
SLC8A3,slc8a3
NFATC3,nfatc3a
MBOAT7,mboat7
TAF7,taf7
ITGB1,itgb1a
ITGB1,CABZ01058721.1
ITGB1,itgb1b.2
ITGB1,itgb1b
ITGB1,itgb1b.1
PPIE,ppie
PUS7L,pus7l
SLC5A6,slc5a6b
SLC5A6,slc5a6a
HASPIN,si:dkeyp-26a9.2
SHROOM3,shroom3
CCL16,ccl38a.4
CCL16,ccl38a.5
CCL16,ccl35.1
CCL16,ccl38.1
CCL16,ccl38.6
CCL16,ccl35.2
PRDM13,prdm13
TTC25,ttc25
TATDN1,tatdn1
PREPL,prepl
RELA,rela
RFLNB,rflnb
SMIM20,smim20
CCDC69,CCDC69
AGGF1,aggf1
TMEM177,tmem177
PQLC1,PQLC1
ELL2,ell2
ITGA8,itga8
SLC26A10,slc26a10
DENND2C,dennd2c
C5AR2,CABZ01041494.1
AC010323.1,ndufa7
SULT2B1,sult2st3
NCDN,ncdn
LDHD,ldhd
MAF1,zgc:112356
GPRC5C,gprc5c
TMEM8B,si:dkey-84j12.1
TMEM8B,TMEM8B
KTN1,ktn1
ZNF561,CABZ01079241.1
ZNF561,zfx
GTPBP10,gtpbp10
RHCE,rhd
CRNKL1,crnkl1
UTP15,utp15
TRMT11,trmt11
HNRNPA1,hnrnpa1b
S1PR2,s1pr2
HSD3B7,hsd3b7
NCKIPSD,nckipsd
GALC,galca
GALC,galcb
AC010422.8,dhps
METTL6,mettl6
ZCRB1,zcrb1
EEA1,eea1
KLHL11,klhl11
SIVA1,siva1
CCDC114,ccdc114
SRRD,srrd
ITGB2,itgb2
LRTM2,lrtm2a
LRTM2,zgc:153913
HOXC8,hoxc8a
ABCA2,abca2
MATN4,matn4
SPIN2B,spinb
SPIN2B,spina
SPIN2B,zmp:0000000521
PTGES2,ptgesl
C9orf78,zgc:103692
SELENOM,selenom
ENPP5,enpp5
ALLC,allc
SOCS6,socs6a
SOCS6,socs6b
P3H1,p3h1
RIOK3,riok3
CCK,ccka
CCK,cckb
FYN,fyna
WDR62,wdr62
WDR62,nwd1
SMIM14,smim14
ARVCF,arvcfb
ARVCF,arvcfa
FAM189A2,fam189a2
LHPP,lhpp
AC068896.1,eef1akmt2
FBXO2,zgc:175088
CSDE1,csde1
ARMC10,armc10
PDS5B,pds5b
CHMP3,chmp3
KDELC1,kdelc1
XAF1,xaf1
COA4,COA4
PRL,prl
SYNDIG1L,syndig1l
BLOC1S3,CR387932.1
BLOC1S3,bloc1s3
MAP3K15,map3k15
PARP2,parp2
PCIF1,pcif1
TFAP2C,tfap2c
REEP4,zgc:101744
POLR2F,polr2f
PSMC1,psmc1b
PSMC1,psmc1a
EPCAM,epcam
ZMYND12,zmynd12
CBX5,cbx5
NFE2,nfe2
PDZD3,pdzd3b
PDZD3,pdzd3a
SYS1-DBNDD2,sys1
DNMT1,dnmt1
PIK3R6,pik3r6b
HHIP,hhip
SYT2,CABZ01041610.1
SYT2,syt2a
ATP6V1C1,atp6v1c1b
ATP6V1C1,atp6v1c1a
CYTH2,CYTH2
NANP,nanp
RTF2,rtf2
MSMB,hp
MSMB,si:ch73-132k15.2
PAX8,pax8
EN2,en2a
EN2,en2b
PRICKLE1,prickle1b
PRICKLE1,prickle1a
HEY2,hey2
COPS2,cops2
NME5,nme5
KIF6,kif6
TIMM23,timm23b
TIMM23,timm23a
CALB2,calb2b
CALB2,calb2a
SLC16A1,slc16a1a
SLC16A1,slc16a1b
TOR1B,tor1l2
TOR1B,tor1l3
TOR1B,tor1l1
TOR1B,tor1
ATXN7,atxn7
DUSP6,dusp6
SKAP1,skap1
PRSS35,prss35
PRSS35,LO018513.1
TRA2A,tra2a
CYP1B1,cyp1b1
HJV,hjv
ASAP3,asap3
ASAP3,asap2b
ASAP3,FO704810.1
ASAP3,CR387919.1
IPO11,ipo11
MTIF3,mtif3
UTP20,utp20
CEP290,cep290
CAPNS2,zgc:85932
CAPNS2,capn12
GPR89A,GPR89B
DIP2B,dip2bb
DIP2B,dip2ba
RNF217,rnf217
YME1L1,yme1l1a
YME1L1,yme1l1b
PAXIP1,paxip1
ZC3H7A,zc3h7a
MANF,manf
P2RY11,p2ry11
GAP43,gap43
ACAA2,CABZ01065076.1
ACAA2,acaa2
CCDC102B,si:ch211-14a17.10
KIRREL3,CABZ01112461.1
KIRREL3,kirrel3a
KIRREL3,KIRREL3
SLC35E2B,SLC35E2A
DAPK2,dapk2a
DAPK2,dapk2b
KCND3,kcnd3
P3H2,p3h2
TTC5,ttc5
GPR135,gpr135
DIPK2B,DIPK2B
L3HYPDH,l3hypdh
NUP50,nup50
ANO5,ano5b
ANO5,ano5a
PIP5KL1,pip5kl1
AL121900.2,dtd1
ZFYVE19,zfyve19
KLK15,zgc:123217
KLK15,si:dkeyp-93a5.3
KLK15,si:ch73-182e20.4
KLK15,si:dkeyp-93a5.2
KLK15,zgc:100868
RCCD1,rccd1
RCCD1,CABZ01046093.1
RCCD1,herc7
FAM122A,fam122b
EIPR1,eipr1
NIPAL3,nipal3
ADAMTSL2,adamtsl2
CDC73,cdc73
CCR5,ccr2
CCR5,ccr2
CCR5,ccr11.1
SLC25A42,slc25a42
XCR1,xcr1a.1
XCR1,xcr1b.1
SLC2A6,slc2a6
HSD11B1L,hsd11b1la
HSD11B1L,hsd11b1lb
PTPRA,ptpra
MX2,si:dkey-32e23.4
MX2,mxa
MX2,mxb
MX2,mxg
MX2,mxd
MX2,mxf
MX2,si:dkeyp-110c12.3
MX2,mxe
MX2,mxc
TROVE2,trove2
AMER2,amer2
ERGIC3,ergic3
DCUN1D3,dcun1d3
PI4K2B,pi4k2b
ESCO1,esco1
PPP5C,ppp5c
TALDO1,taldo1
RIMS3,rims3
AKAP12,akap12a
AKAP12,akap12b
RAB23,rab23
MARCH1,march1
FAT4,FAT4
CPLX3,cplx3a
CPLX3,cplx3a
CPLX3,cplx3b
PDIA3,pdia3
PHF14,phf14
IGHV3OR16-9,ighv9-1
IGHV3OR16-9,ighv9-3
IGHV3OR16-9,ighv9-4
IGHV3OR16-9,ighv6-2
RGS11,rgs11
CD53,zgc:64051
IQCC,iqcc
LDHB,ldhbb
LDHB,ldhba
SLC25A26,slc25a26
CYB561A3,cyb561a3b
CYB561A3,cyb561a3a
HSD3B1,tdh2
HSD3B1,hsd3b1
HSD3B1,hsd3b2
C20orf173,CU459056.1
C20orf173,st3gal8
C20orf173,st3gal7
SPRYD3,spryd3
AGBL5,agbl5
STRADA,strada
ITIH1,si:ch73-265h17.1
ITIH1,si:ch73-265h17.2
ITIH1,zgc:92481
RICTOR,rictora
RICTOR,rictorb
AC105052.3,polr2j
PLBD1,plbd1
PLBD1,si:ch73-139e5.2
TRAK2,trak2
LRIF1,si:ch211-261n11.5
AC093668.2,upk3b
TMPPE,tmppe
POLR2J3,polr2j
EIF4B,eif4ba
EIF4B,eif4bb
GLB1,glb1
GUCY2C,gucy2c
GUCY2C,si:ch73-139e5.4
SPTBN1,si:zfos-1837d3.1
SPTBN1,sptbn1
ANKDD1B,ankdd1b
RBM22,rbm22
RASA4B,rasa4
CDC42EP4,cdc42ep4b
CDC42EP4,cdc42ep4a
IYD,IYD
LRIG1,lrig1
RANGAP1,rangap1a
RANGAP1,rangap1b
PRKRA,prkra
STRADB,FO082877.1
TTF1,si:ch73-376l24.3
TTF1,si:ch73-376l24.4
TTF1,si:ch73-376l24.2
TTF1,si:ch73-376l24.6
TTF1,ttf1
TTF1,si:ch73-37h15.2
CACNA1H,cacna1hb
OST4,ost4
ERCC8,ercc8
TMEM114,TMEM114
TMEM41B,tmem41b
FKBP3,fkbp3
BMF,bmf2
MRPL38,mrpl38
OARD1,oard1
TRPC7,trpc7a
